product_id,product_name,short_description
16245,112026,Basil Seed Drink - Mix Fruit,['gourmetjuices&drinks']
16246,112027,"Chai/Cup & Saucer - Bella, Neelkamal","['cups,mugs&tumblers']"
16247,112028,Wonderz Milk Nutshake - Kesar Badam,"['flavoured,soyamilk']"
16248,112029,Melamine Quarter/ Half Plate Set - RDB,['plates&bowls']
16249,112030,Anti-Hair Fall Hair Cream,['haircare&styling']
16250,112031,Apricot Scrub Face Pack,['aromatherapy']
16251,112032,A2 Rich Pure Bilona Bhartiya Desi Cow Ghee/Tuppa,['ghee&vanaspati']
16252,112033,Four In One Shampoo,['petcleaning&grooming']
16253,112034,Honey - Pure,['honey']
16254,112035,Nutritional Powder Vanilla Delight 1kg+ Nutritional Powder Premium Chocolate 1kg,['children(2-5yrs)']
16255,112036,Hair Conditioner - Damage Control,['shampoo&conditioner']
16256,112037,Crisp & Shine After-Wash Fabric Enhancer - Floral Fusion,"['fabricpre,postwash']"
16257,112038,Rose Face Pack,['facecare']
16258,112039,Complete Care Pregnancy Gift Box,['maternitypersonalcare']
16259,112040,"Leo Plastic Pet Water Bottle - Green, Wide Mouth",['water&fridgebottles']
16260,112041,Livelyclean Honey Exfoliating Face Cleansing Gel,['facecare']
16261,112042,Tiramisu - Centre Filled Bar Infused With Coffee & Mascarpone Cheese,['chocolates']
16262,112043,Processed Cheese - Cubes,['cheese']
16263,112044,Honey - With Clove,['honey&maplesyrup']
16264,112045,"Space Saver Modular Cubix Storage Plastic Container - Transparent, With Blue Lid, Square, Big",['containerssets']
16265,112046,Puree - Tomato,['tomatoketchup&sauces']
16266,112047,Powder - Rajasthani Mirch,['powderedspices']
16267,112048,"Shot Body Spray - Gold, Dynamic",['bodysprays&mists']
16268,112049,Laundry Detergent For Babies,['babylaundry']
16269,112050,Instant - Ragi Idli Mix,['heat&eatreadymeals']
16270,112051,Cookie Empire - Premium Assorted Cookies,['cookies']
16271,112052,Drink - Anar 200 ml + Juice - Santra 200 ml + Juice - Lychee Ras 200 ml,['juices']
16272,112053,Svachh DLX Alpha Steel Outer Lid Pressure Cooker (20266),['pressurecookers']
16273,112054,Organic Kadha Kwath/Kasaya With Jaggery/Bella - Immunity Booster,['organicflours']
16274,112055,"Plastic Dustbin / Garbage Bin - Big, Multicolour, Deluxe",['dustbins']
16275,112056,Battery Power Kids Toothbrush - Spiderman,['electrictoothbrush']
16276,112057,Sariva Syrup,['ayurveda']
16277,112058,Maxi Sanitary Napkin - Large,['sanitarynapkins']
16278,112059,Cashew Nuts - Black Pepper,['dryfruits&berries']
16279,112060,Cold Pressed Coconut Oil - Edible,['otheredibleoils']
16280,112061,"Bathing Soap - Malai Cream (for Smooth, Radiant & Nourished Skin)",['bathingbars&soaps']
16281,112062,Garlic & Chilli Mozzarella Cheese,['internationalcheese']
16282,112063,Liquid Detergent Matic Top Load 500ml & Matic Top Load Detergent Powder 2 kg,"['detergentpowder,liquid']"
16283,112064,Ultimate Hair Repair Shampoo + Moroccan Argan Hair Conditioner,['shampoo&conditioner']
16284,112065,Spread - Apricot Marmalade,"['jams,marmalade,spreads']"
16285,112066,Organic - Barnyard Millet/Kudiraivali/Rice Flour/Akki Hittu,['organicmillet&flours']
16286,112067,Face Wash - Bio Pineapple Oil Control Foaming,['facecare']
16287,112068,Digestive,"['marie,health,digestive']"
16288,112069,Hair Roller - Medium 20 mm,['tools&accessories']
16289,112070,Ponni Raw Rice/Akki - Super Premium,['rawrice']
16290,112071,"Alfa Storage Plastic Container,Transparent - Assorted colour",['containerssets']
16291,112072,"LED Bulb - 9-Watt, Base B22",['cfl&ledbulbs']
16292,112073,Green Chilli Rice Papad,"['papads,readytofry']"
16293,112074,"Banana - Raw, Diced",['cut&peeledveggies']
16294,112075,"Rusk - Milk, 200 g + TGL Co.Sweet Dreams Chamomile Herbal Tea Bags, 32 g",['rusks']
16295,112076,"Paper Napkins - Happy Party, Pink","['papernapkin,tissuebox']"
16296,112077,"Dark Chocolate - Single Origin, South American Intense (71% Cocoa)","['luxurychocolates,gifts']"
16297,112078,Aloe Cucumber Body Lotion,['bodycare']
16298,112079,Deodorant Spray For Men - Urge,"[""men'sdeodorants""]"
16299,112080,Veviter Man Deodorant,"[""men'sdeodorants""]"
16300,112081,Extra comfort Biodegradable Panty Liners,['pantyliners']
16301,112082,Classic Mayonnaise,['herbs&seasoning']
16302,112083,Microfibre Kitchen & Household Cleaning Cloth Set,['dustcloth&wipes']
16303,112084,Eucalyptus & Rosemary Face Wash,['facecare']
16304,112085,4-in-1 Economy Long Box - FG00024,"['agarbatti,incensesticks']"
16305,112086,Seasoning - Italian,['herbs&seasoning']
16306,112087,Beauty Collagen Marine Collagen Peptides & Hyaluronic Acid - Citrus Flavour,['supplements&proteins']
16307,112088,Tulsi Masala Tea,['teabags']
16308,112089,"Loofah/Sponge Scrubber/Body Bath - Dual Side, Hangable, Blue & White, BH-07",['bathingaccessories']
16309,112090,Apple Cider Vinegar - With Banana Stem Juice & Honey,['balsamic&cidervinegar']
16310,112091,"Leo Plastic Pet Water Bottle - Light Blue, Wide Mouth",['water&fridgebottles']
16311,112092,Sugar Coated Chocolate,['chocolates']
16312,112093,Total Care Baby Pants Diapers - XL,['diapers']
16313,112094,Bathing Soap - Ayurvedic Sandal,['bathingbars&soaps']
16314,112095,"Baby Bed Protector - Plain Print, Red",['babyhealth']
16315,112096,"Loofah/Sponge Scrubber/Body Bath - With Handle, Cream, BH-018 CRM",['bathingaccessories']
16316,112097,Chicken Seekh Kabab,['frozennon-vegsnacks']
16317,112098,Powder - Organic Ground Cumin,"['herbs,seasonings&rubs']"
16318,112099,Sauce - Schezwan,['thai&asiansauces']
16319,112100,Eggless Donut Mix,['homebaking']
16320,112101,"Ice Cream - Chocolate Lite, Family Pack",['gourmeticecream']
16321,112102,"Piping Blue Bag Tips With Steel Nozzles, KL-32",['bakewareaccessories']
16322,112103,Fried Strips - Chicken,['chickensausages']
16323,112104,Premium Flavoured Tea Blend - Adrak Tulsi Chai,['gourmettea&teabags']
16324,112105,"Variety Energy Bars-Almond Raisin,Dates Walnut,Mango Ginger, Choco Peanut, Coconut Almond",['granola&cerealbars']
16325,112106,Whitening & UV Protection Body Lotion,['bodycare']
16326,112107,Lotioned Perfumed Pocket Hanky Tissue,"['papernapkin,tissuebox']"
16327,112108,Rajma - Bhaderwahi Made in Kashmir,['urad&otherdals']
16328,112109,Gems - Sugar Coated Chocolate,['chocolates']
16329,112110,Potato Chips - American Style Cream & Onion Flavour,['chips&cornsnacks']
16330,112111,Bubble Gum,"['marshmallow,candy,jelly']"
16331,112112,"Two Tone Plastic Bowl/ Fruits & Vegetable Basket - No. 3, White Base With Blue Ring, L2303",['containerssets']
16332,112113,Plain Ciabatta,['gourmetbread']
16333,112114,"Tg Care, Thyroid Support Capsules",['ayurveda']
16334,112115,"Deltoid Turbo Face Masks In Navy Mesh With Navy Binding - 1S1001, Small",['facemasks&safetygears']
16335,112116,Ice Cream - Roasted Californain Almond,['gourmeticecream']
16336,112117,Breakfast Mix - Foxtail Millet Dosa,['breakfast&snackmixes']
16337,112118,Charcoal Face Scrub For Exfoliation & Tan Removal - Tea Tree & Peppermint,['face&body']
16338,112119,Saaj Belly Plastic Container Set - Printed,['containerssets']
16339,112120,"Isomil Soy Infant Milk Substitute - Lactose Free, Upto 24 months",['infantformula']
16340,112121,"Oregano - Pizza, Italian",['herbs&seasoning']
16341,112122,Immunity Booster For Dogs & Cats,['petmeals&treats']
16342,112123,Dairy Milk Hazelnut - Imported,['internationalchocolates']
16343,112124,"Trendy Stainless Steel Bottle With Steel Cap - Steel Mirror Finish, PXP 1002 CV",['water&fridgebottles']
16344,112125,Stainless Steel Comfort Scissors with Blue Handle - Large,"['scissor,glue&tape']"
16345,112126,"Seed Butter - Sunflower, Creamy, Stone Ground","['jams,marmalade,spreads']"
16346,112127,Butter Milk - Ginger & Jeera (Spiced),['buttermilk&lassi']
16347,112128,Vermicelli - Fine Rice,['importednoodles']
16348,112129,Party Glow Facial Kit - 5 Session,['facecare']
16349,112130,"Glass Water Bottle With Round Base - Yellow, BB1362",['water&fridgebottles']
16350,112131,"Baby Happy Cotton Pads With D Panthenol, Chamomile & Plantago Extract",['cotton&earbuds']
16351,112132,Cross Whisky/Juice Glass Tumbler,['glassware']
16352,112133,"Disposable, Portable Female Urination Device for Women",['intimatewash&care']
16353,112134,Geomiti Mathematical Drawing Geometry Instrument Box,['colours&crayons']
16354,112135,Balsamic Vineger,['balsamic&cidervinegar']
16355,112136,United Dreams Live Free Eau De Toilette,['eaudetoilette']
16356,112137,Wax Shoe Polish - Dark Tan,['shoepolish']
16357,112138,Protein Cookie - Cranberry,"['cookies,biscotti,wafer']"
16358,112139,Seaweed Crackers,['crackers&digestive']
16359,112140,"Nut Mixture - Crunchy, Party Snack",['roastedseeds&nuts']
16360,112141,Handy Coconut Scrapper Cum Opener - 2 In 1,['choppers&graters']
16361,112142,Celebration Series Darjeeling Second Flush Premium Loose Leaf Black Tea,['leaf&dusttea']
16362,112143,Chapata Karela Achar,['othervegpickle']
16363,112144,Guard - Cartridges,['shavingcare']
16364,112145,Organic Almond Butter - Unsweetened,"['chocolate,peanutspread']"
16365,112146,Conchiglie Shell,['pasta&macaroni']
16366,112147,Tissue - Napkins ECO 50 Pulls,['toiletpaper']
16367,112148,"MaxFresh Toothpaste - Blue Gel With Menthol For Super Fresh Breath, Peppermint Ice",['toothpaste']
16368,112149,"Veet Hair Removal Cream 100 g + Full Body Waxing Kit, 20s for Normal Skin",['hairremoval']
16369,112150,"Mouthwash Liquid - Cavity Fighter, Removes 99.9% Germs",['mouthwash']
16370,112151,Top Speed Hair Colour,['haircolor']
16371,112152,Blue Fresh Gelcrystal,['importedcleaners']
16372,112153,Remedies Lemongrass & Lavender Handmade Luxury Soap,['bathingbars&soaps']
16373,112154,Activated Charcoal Peel Off Mask,['face&body']
16374,112155,Richcee Vitamin C 500mg Tablets - Non-Acidic,['maternityhealthsupplements']
16375,112156,Green Tea - Organic Detox Kahwa Long Leaf,['teabags']
16376,112157,Chocolate - Yoghurt Strawberry,['internationalchocolates']
16377,112158,Frozen Basa Chunks,['frozenfish&seafood']
16378,112159,"Container - Round, With Lid, Pink",['containerssets']
16379,112160,Anti-Dandruff Shampoo - Anti Hairfall,['shampoo&conditioner']
16380,112161,Blueberry Plums,"['healthy,bakedsnacks']"
16381,112162,Basmati Rice/Basmati Akki - Daawat Tibar,['basmatirice']
16382,112163,Gradient Water/Juice Glass Tumbler,['glassware']
16383,112164,Gourmets Delite  Wafers - Mango 75 gm Pouch,"['cookies,biscotti,wafer']"
16384,112165,Organic Vata Tea,['ayurveda']
16385,112166,Protecting Gel Face Wash,['facecare']
16386,112167,Apple - Washington 4 pcs + Kiwi - Green 3 pcs + Pomegranate 4 pcs,['apples&pomegranate']
16387,112168,Peanut Rice Paper Sauce,"['currypaste,coconutmilk']"
16388,112169,Bleach - Original,['floor&othercleaners']
16389,112170,Masala Oats - Peppy Tomato,['oats&porridge']
16390,112171,Skin Firming-Toning Moisturiser With Collagen & Elastin,['bodycare']
16391,112172,Strawberry Milk Shake,"['flavoured,soyamilk']"
16392,112173,Fusilli Pasta - Gluten Free,['pastas&spaghetti']
16393,112174,Pork - Oxford Sausages,['pork&ham']
16394,112175,Preserve - Blueberry & Blackcurrant,"['jams,marmalade,spreads']"
16395,112176,Multipurpose Plastic Tray - Round,['containerssets']
16396,112177,Lip Balm - Disney Limited Edition Strawberry Shine,['lipcare']
16397,112178,Chicken - Ham,['chickensausages']
16398,112179,Idly Stand - Aluminium,['cookandserve']
16399,112180,"Grater - with Peeler, Stainless Steel",['choppers&graters']
16400,112181,Shea Body Butter,['bodycare']
16401,112182,Emotibites - Crispy Happy Potato Snack,['frozenvegsnacks']
16402,112183,Stainless Steel Baby Spoon - Sunday Sapphire,"['cutlery,spoon&fork']"
16403,112184,Anti-Dandruff Shampoo - Silky Black,['shampoo&conditioner']
16404,112185,Skin Pure Cleanser,['facecare']
16405,112186,"Face Mask for Kids - 7-12 Years, Red & Blue",['facemasks&safetygears']
16406,112187,Hair Styl Wax - Glossy Shine,['haircare&styling']
16407,112188,Wottagirl Moisturizing Cream,['facecare']
16408,112189,Nebula Masala Box/Spice Container Round - Assorted Colour,"['laundry,storagebaskets']"
16409,112190,Wall Stickable Pack,['disinfectantspray&cleaners']
16410,112191,Bright Beauty Spot-less Glow SPF 15 Day Cream,['facecare']
16411,112192,"Marmalade - Orange, Lemon & Ginger","['jams,marmalade,spreads']"
16412,112193,Hair Removal Waxing Strips Kit - Dry Skin,['hairremoval']
16413,112194,"Face Mask - Pro Tech 95, 6 layered, Large, MK18004",['facemasks&safetygears']
16414,112195,EDT El Paso,['eaudetoilette']
16415,112196,Wafers Al Cacao - Gluten Free,"['cookies,biscotti,wafer']"
16416,112197,"Menstrual Cup - Wings, Regular",['tampons&menstrualcups']
16417,112198,Plastic Swing Dustbin / Garbage Bin with Lid - Blue Colour,['dustbins']
16418,112199,Gel Bar - Peach & Avocado Mild Dew,['bathingbars&soaps']
16419,112200,Wipes - E- Tronic,['importedcleaners']
16420,112201,541 Timex Clip Punchless File A4,"['notebooks,files,folders']"
16421,112202,Cut Roses Flower,['roses']
16422,112203,Natural Clay Pack - Orange Peel & Geranium,['facecare']
16423,112204,Dry Fruit Apple,['dryfruits&berries']
16424,112205,"Fresho Farm Eggs  Medium 30 pcs + Kara Coconut Milk UHT Classic, Imported 200 ml",['farmeggs']
16425,112206,Chyawan Fit - Natural & Sugarless Immunity Booster,['supplements&proteins']
16426,112207,Refill Handwash - Sandal,['handwash&sanitizers']
16427,112208,Organic Cloves/Lavanga - Whole,['organicmasalas&spices']
16428,112209,"Cake-Chocolate Moulds - Metal, Small, Grey, BB 1012 GRY","['bakewaremoulds,cutters']"
16429,112210,Natural Multi Purpose Cleaner,['importedcleaners']
16430,112211,"Spray - Premium Air Freshener, Relax",['airfreshener']
16431,112212,Ready to Eat - Aloo Mutter,['heat&eatreadymeals']
16432,112213,Sunkissed - Pulp Sundried Robusta coffee,['coffee&pre-mix']
16433,112214,Pointed Knife 10 cm 3 Rivet Handle,['knives&peelers']
16434,112215,Sadbindu Oil - Ayurvedic Nasal Drop,['ayurveda']
16435,112216,"Juice Stainer - Stainless Steel, Size No.4","['strainer,ladle,spatula']"
16436,112217,Kitchen Scrubber - Pad Large,"['utensilscrub-pad,glove']"
16437,112218,Basil Seeds - Premium,['roastedseeds&nuts']
16438,112219,Albero Buono Bio Olio Extra Vergine Di Oliva,['extravirginoliveoil']
16439,112220,Jamun Honey,['honey&maplesyrup']
16440,112221,Instant Filter Coffee - Decoction,['instantcoffee']
16441,112222,Neem Plus Ras,['ayurveda']
16442,112223,"Tulsi Drops - 100% Ayurvedic Immunity Booster, Cough & Cold Relief, 5 Tulsi Extracts",['ayurveda']
16443,112224,Herbal Henna Colour - Black,['hair&scalptreatment']
16444,112225,Pasta - Penne Rigate 073,['pastas&spaghetti']
16445,112226,Beer Mug Shangrilla,['glassware']
16446,112227,United Dreams Big For Her Eau De Toilette,['eaudetoilette']
16447,112228,"Shampoo - Dandruff Cleansing, Enriched with Thuja",['shampoo&conditioner']
16448,112229,Plus Extra Power Detergent Washing Powder,"['detergentpowder,liquid']"
16449,112230,Organic Biodegradable Laundry Clothing Detergent,"['detergentpowder,liquid']"
16450,112231,Purifying Nourisher,['facecare']
16451,112232,Popular Stainless Steel Outer Lid Pressure Cooker (20651),['pressurecookers']
16452,112233,Pumic Stone No 4,['bathingaccessories']
16453,112234,"Omega Select Plus Non-Stick Omni Tawa, 275 mm (30710)",['tawa&saucepan']
16454,112235,"Shot Body Spray - Maxx, Rage",['bodysprays&mists']
16455,112236,Garam Masala 100 gm + Turmeric Powder 200 g,['blendedmasalas']
16456,112237,Cleanser - Mint,['facecare']
16457,112238,"Ice Cream - Vanilla, Premium",['gourmeticecream']
16458,112239,Masala - Nawabi Meat,['blendedmasalas']
16459,112240,"Steel Table Knife - Premium Excel Series, BBCL10","['cutlery,spoon&fork']"
16460,112241,Bio Vera Aloe Vera - Face & Body Sun Lotion Spf 75,['bodycare']
16461,112242,Aroma Red Velvet,"['baking,cakedecorations']"
16462,112243,Peppermint Essential Oil - 100% Pure & Natural,['aromatherapy']
16463,112244,Azalee Eau De Parfum,['eaudeparfum']
16464,112245,Epsom Salt,['bodycare']
16465,112246,Organic - Mustard/Sasive/Rai Yellow,['organicmasalas&spices']
16466,112247,Rose Honey Body Wash Soap,['bathingbars&soaps']
16467,112248,Skinguard Manual Shaving Razor Blades,['shavingcare']
16468,112249,Paste - Ginger Garlic,['cookingpastes']
16469,112250,Triphala Churna - Natural Rejuvenator,['ayurveda']
16470,112251,Plant Based Laundry Detergent For Babies,['babylaundry']
16471,112252,Vitamin Bars - Fresh Orange,"['healthy,bakedsnacks']"
16472,112253,Classic Storage Glass Jar Set - Assorted,['containerssets']
16473,112254,Papaya- Diced,"['cutfruit,tendercoconut']"
16474,112255,"Insulated Stainless Steel Easy Sip Bottle - Want To Be An Astronaut, Double Wall",['lunchboxes']
16475,112256,Camel Milk,['milk']
16476,112257,"Face Pack - Bio Pistachio Nourishing, Bxl Cellular",['facecare']
16477,112258,Conditioner - Biotin & Collagen,['shampoo&conditioner']
16478,112259,"Dry Dog Food - Chicken & Rice, For Senior Dogs, 7 Years+",['petmeals&treats']
16479,112260,"Cat Care - Comfort Bowl, 96Oz GIb1012",['petfeedingsupport']
16480,112261,Masala Cashew/Godambi - Black Pepper,['cashews']
16481,112262,"Cranberry - Dried, Whole",['dryfruits&berries']
16482,112263,Real Nature Shea Butter Face Mask,['facecare']
16483,112264,Tea - Teaveda,['leaf&dusttea']
16484,112265,Masala - Tandoori,['blendedmasalas']
16485,112266,Sunscreen Lotion SPF-50 - With Aloe Vera & Chamomile,['facecare']
16486,112267,Fortified Sunflower Oil,"['sunflower,ricebranoil']"
16487,112268,360 Degree Charcoal Battery Powered Toothbrush,['toothbrush']
16488,112269,Pure Shilajeet Ras,['ayurveda']
16489,112270,Giloy Neem Juice With Tulsi,['ayurveda']
16490,112271,"Fruit Juice - Fruit Plus, Florida Orange",['syrups&concentrates']
16491,112272,"Organic Kadha Kwath/Kasaya - Sugar Free, Immunity Booster",['organicflours']
16492,112273,Future Whisky/Juice Glass Tumbler,['glassware']
16493,112274,Bai Mudan White Tea,['gourmettea&teabags']
16494,112275,"Rechargeable Ultra LED Torch 0.5 Watt, Sunny, Assorted Colour",['battery&electrical']
16495,112276,"Shower Sponge - Green & White, Colour May Vary",['bathingaccessories']
16496,112277,"Deva Vati - Daily Detox, 500 mg",['ayurveda']
16497,112278,Organic Poha,"['organicrice,otherrice']"
16498,112279,Sunscreen Lotion - Bio Sandalwood 50 SPF for All Skin Types,['bodycare']
16499,112280,Shampoo - Green Apple,['shampoo&conditioner']
16500,112281,Cardamom/Elaichi - Black,['wholespices']
16501,112282,Hand Wash Refill - Original,['handwash&sanitizers']
16502,112283,V2 Scale Out - Washing Machine Descaler,"['detergentpowder,liquid']"
16503,112284,Masala - Chicken Manchurian,['blendedmasalas']
16504,112285,Perfume Body Spray - Passion,"[""women'sdeodorants""]"
16505,112286,"White Big Bread Slices - Safe, Preservative Free","['milk,white&sandwich']"
16506,112287,Butter,['butter&margarine']
16507,112288,Waffle  Mix,['flours&pre-mixes']
16508,112289,Marie Biscuits - Whole Wheat,"['marie,health,digestive']"
16509,112290,Cheese Slices - Garlic,['internationalcheese']
16510,112291,Miracle Mint Tea,['gourmettea&teabags']
16511,112292,"Wrist Band With Thumb Loop for Weightlifting, Sports, Gym for Men & Women",['men&women']
16512,112293,Pebbles - Apricot Lime With Dark Chocolate,"['luxurychocolates,gifts']"
16513,112294,Dark Fantasy Bourbon Chocolate Cream Biscuits,['creambiscuits&wafers']
16514,112295,Pre-Waxing Gel - Aloevera,['hairremoval']
16515,112296,"Cutting-Chopping Board - Plastic, White",['choppers&graters']
16516,112297,Shilajit - For Men,['supplements&proteins']
16517,112298,Cookies - Fruit & Nut,['cookies']
16518,112299,Blue Set - Eau De Toilette + Deodorant,['giftsets']
16519,112300,"Dish Cloth - Super, Assorted Colour",['dustcloth&wipes']
16520,112301,"Instant Tea Premix - Masala, Regular Sugar",['gourmettea&teabags']
16521,112302,Quinoa Flakes,['breakfast&snackmixes']
16522,112303,Snackies Biscuits,['cookies']
16523,112304,Herbal  Neem & Tea Tree Face Wash - SLS & Paraben Free,['facecare']
16524,112305,Super Shine Soft Bristle Toothbrush,['toothbrush']
16525,112306,Extra Conditionng Moisturising Shampoo,['shampoo&conditioner']
16526,112307,Dove Designer 2 In One Soap Case - Assorted Colour,['soapcases&dispensers']
16527,112308,Eau De Cologne - Regular,['shavingcare']
16528,112309,Scale - Plastic,['exampads&pencilbox']
16529,112310,Choco Chips - Mixed,['homebaking']
16530,112311,Face Mask,['facemasks&safetygears']
16531,112312,Opalware Classique Dessert Bowl Set - Royal Irish,['plates&bowls']
16532,112313,Chef Chilli Black Bean Gravy,['heat&eatreadymeals']
16533,112314,Almond Oil - Cold Pressed,['flavoured&otheroils']
16534,112315,Perfume Spray - Alter Ego,"[""men'sdeodorants""]"
16535,112316,Daily Use Sunscreen SPF 30,['facecare']
16536,112317,Shadow For Him EDP Woody Perfume For Men,['eaudeparfum']
16537,112318,Breath Mint - The Mint With The Hole,"['toffee,candy&lollypop']"
16538,112319,Face Wash - Saundarya,['facecare']
16539,112320,Canola Oil,['canola&rapeseedoil']
16540,112321,Powder - Tikhalal Chilli,['powderedspices']
16541,112322,Sugar Free Shortbread - Roasted Almond,"['cookies,biscotti,wafer']"
16542,112323,Elegance Deodorizing Talc - For Men 250 g + Gentleman Talc - For Men 250 g,['talc']
16543,112324,Nutrition Energy Bar - Dates & Walnut,['granola&cerealbars']
16544,112325,Brass Kuber Deepam - No.3,['lamp&lampoil']
16545,112326,Breakfast Mix - Masala Idli,['breakfast&snackmixes']
16546,112327,Soy Milky - Elaichi Flavour,"['flavoured,soyamilk']"
16547,112328,Superfood Moringa Green Tea - Jasmine,['gourmettea&teabags']
16548,112329,Chef's Secret Seasoning Mix,"['herbs,seasonings&rubs']"
16549,112330,Chai/Opalware Coffee Mug Set - English Lavender,"['cups,mugs&tumblers']"
16550,112331,Cheese Spread,['cream&cheesespreads']
16551,112332,Thandai,['syrups&concentrates']
16552,112333,Pork - Cumberland,['pork&ham']
16553,112334,Bread Knife with Steel Handle - Stainless Steel,['knives&peelers']
16554,112335,Flower Perfumed Pocket Hanky Tissue,"['papernapkin,tissuebox']"
16555,112336,Gold Premium Plastic Cloth Clips - Assorted Colour,"['hangers,clips&rope']"
16556,112337,Cold Pressed Olive Oil,['aromatherapy']
16557,112338,"Body Lotion - Original With Almond Oil & Aloe Vera, For Normal Skin",['bodycare']
16558,112339,Mexican Chilli Tomato Crackers - 100% Wholewheat,['breadsticks&lavash']
16559,112340,Hair Fruits Hair Fall Defense Conditioning Shampoo,['shampoo&conditioner']
16560,112341,Peri Peri Grills Potato Snack,"['healthy,bakedsnacks']"
16561,112342,Instant Polish - Brown Leather,['shoepolish']
16562,112343,Smoked Chicken Frankfurter,['chickensausages']
16563,112344,Flawless Day Cream,['facecare']
16564,112345,Chicken Garlic Sausages,['frozennon-vegsnacks']
16565,112346,Granite Frying Pan,['kadai&frypans']
16566,112347,Signature Blend Multi Origin 55% Dark Chocolate,['internationalchocolates']
16567,112348,Winkin Cow Classic Lassi,"['flavoured,soyamilk']"
16568,112349,"Octa Plastic Pet Water Bottle - White, Narrow Mouth",['water&fridgebottles']
16569,112350,"Eggs - Free Range & Brown, DHA Enriched, Country",['farmeggs']
16570,112351,Health Mix - Nutritious & Tasty Blend,['healthdrinks']
16571,112352,Good Bite Natural - Ham,['petmeals&treats']
16572,112353,Sabzi Masala - Multi-Purpose Use,['blendedmasalas']
16573,112354,Diamond Insulated Flask,['vacuumflask']
16574,112355,Hair Nourishing Oil,['hairoil&serum']
16575,112356,Pan Blanco Bread - Gluten Free,['gourmetbread']
16576,112357,Basil Seeds,['roastedseeds&nuts']
16577,112358,Green Tea & Aloe Vera Glitter Glow Mask,['facecare']
16578,112359,Hyaluronic Acid Hydra Boost Face Gel - Boosts Hydration For A Smooth & Supple Skin,['facecare']
16579,112360,NutriChoice Digestive High Fibre Biscuits - Super Saver Family Pack,"['marie,health,digestive']"
16580,112361,Sleep Care Tablets,['ayurveda']
16581,112362,Cheese Spread - Garlic & Herb,['cheese']
16582,112363,Reusable Menstrual Cups - Small,['tampons&menstrualcups']
16583,112364,Drumstick - Cut,['cut&peeledveggies']
16584,112365,Sidpiles Tablets - For Effective Relief from Piles,['ayurveda']
16585,112366,Popcorn Seeds,['cereals&millets']
16586,112367,Silicone Square Cake Mould - Red,"['bakewaremoulds,cutters']"
16587,112368,Breakfast Mix - Kodo Millet Rava Dosa,['breakfast&snackmixes']
16588,112369,Wafers - Strawberry,"['cookies,biscotti,wafer']"
16589,112370,"Grapefruit Tonic Water - All Natural, Low In Sugar","['aerated,still,sparkling']"
16590,112371,NHT 1089 Prime Series Corded & Cordless Trimmer For Men,['moustache&beardcare']
16591,112372,"Vibrant Ether Eau De Toilette Spicy Perfume - Party Wear, Unisex",['eaudetoilette']
16592,112373,Color - Rangoli Kit,['otherpoojaneeds']
16593,112374,Sweet Corn Kernels - Achari Masti,['cut&peeledveggies']
16594,112375,OrganicÂ Kabuli Chana/Kabuli Kadale,['organicdals&pulses']
16595,112376,"Crackers - Buttermilk & Millet, Roasted Garlic","['healthy,bakedsnacks']"
16596,112377,Skin Whitening & Brightening Facial Kit For Dry Skin - Single Time Use,['facecare']
16597,112378,Crunchy Millet Granola Bars - Cranberry Orange,['cereal&granolabars']
16598,112379,"Ball Pen - Fyro, Black","['pen,pencils']"
16599,112380,Hosiery Door/Floor Mat - Assorted,['dustcloth&wipes']
16600,112381,Andhra Special Gongura Pickle,['othervegpickle']
16601,112382,Mango Seed Moisturising Toner,['facecare']
16602,112383,Organic - Red Kidney Beans in Water,['beans&pulses']
16603,112384,Anti-Dandruff Solutions - Dandruff Clean & Fresh Shampoo,['shampoo&conditioner']
16604,112385,Ginger Lemon Kombucha,"['aerated,still,sparkling']"
16605,112386,A Fruit And Vegetable Wash,['importedcleaners']
16606,112387,Deodorant Body Spray - Private Affairs EDT,"[""women'sdeodorants""]"
16607,112388,Refined Olive Oil,['olive&canolaoils']
16608,112389,BB+ Cream Light,['face']
16609,112390,Microfiber Cloth/Wipe,['dustcloth&wipes']
16610,112391,Malaysian Satay Sauce,['thai&asiansauces']
16611,112392,Sandal & Turmeric Soap 150 g (Pack Of 4) + Sandal & Turmeric Soap 2x100 g,['bathingbars&soaps']
16612,112393,Cream Cheese - American Style,['internationalcheese']
16613,112394,Powder - Organic Dry Ginger,"['herbs,seasonings&rubs']"
16614,112395,Ovencake Mix - Chocolate,"['baking,cakedecorations']"
16615,112396,Masala Tea Bags - Tulsi Chai,['teabags']
16616,112397,Coco Chocolate,"['luxurychocolates,gifts']"
16617,112398,"Pink Salmon Fillet - Wild Alaskan, In Oil",['cannedseafood']
16618,112399,"Powder - Organic, White Pepper, USDA Certified","['herbs,seasonings&rubs']"
16619,112400,2 Way Window Cleaner - B130040,"['mops,wipers']"
16620,112401,Dark Fantasy - Big Choco Fills,['creambiscuits&wafers']
16621,112402,Classic hummus,['heat&eatreadymeals']
16622,112403,Syrup - Grenadine,['cocktailmixes']
16623,112404,Balm - Pain,['ayurveda']
16624,112405,Pennant Eau De Toilette For Men,['eaudetoilette']
16625,112406,"Steel Storage/Lunch Container - No.1, Pink, Klip It",['steelstoragecontainers']
16626,112407,Refined Sugar (Sulphurless)/Sakkare,['sugar&jaggery']
